# t,event_type,mode,packet_id
12.6971,plantreceive,1,634
12.7,plantsend,1,635
12.707,controllerreceive,1,635
12.7159,plantreceive,1,635
12.72,plantsend,1,636
12.7293,controllerreceive,1,636
12.7383,plantreceive,1,636
12.74,plantsend,1,637
12.7482,controllerreceive,1,637
12.7571,plantreceive,1,637
12.76,plantsend,1,638
12.7697,controllerreceive,1,638
12.7787,plantreceive,1,638
12.78,plantsend,1,639
12.7885,controllerreceive,1,639
12.7974,plantreceive,1,639
12.8,plantsend,1,640
12.8101,controllerreceive,1,640
12.8189,plantreceive,1,640
12.82,plantsend,1,641
12.8296,controllerreceive,1,641
12.8385,plantreceive,1,641
12.84,plantsend,1,642
12.8487,controllerreceive,1,642
12.8576,plantreceive,1,642
12.86,plantsend,1,643
12.8702,controllerreceive,1,643
12.879,plantreceive,1,643
12.88,plantsend,1,644
12.8883,controllerreceive,1,644
12.8971,plantreceive,1,644
12.9,plantsend,1,645
12.9082,controllerreceive,1,645
12.9172,plantreceive,1,645
12.92,plantsend,1,646
12.9294,controllerreceive,1,646
12.9383,plantreceive,1,646
12.94,plantsend,1,647
12.948,controllerreceive,1,647
12.957,plantreceive,1,647
12.96,plantsend,1,648
12.9698,controllerreceive,1,648
12.9786,plantreceive,1,648
12.98,plantsend,1,649
12.9882,controllerreceive,1,649
12.997,plantreceive,1,649
13.0,plantsend,1,650
13.0096,controllerreceive,1,650
13.0185,plantreceive,1,650
13.02,plantsend,1,651
13.0279,controllerreceive,1,651
13.0368,plantreceive,1,651
13.04,plantsend,1,652
13.0501,controllerreceive,1,652
13.0588,plantreceive,1,652
13.06,plantsend,1,653
13.068,controllerreceive,1,653
13.0767,plantreceive,1,653
13.08,plantsend,1,654
13.0894,controllerreceive,1,654
13.0982,plantreceive,1,654
13.1,plantsend,1,655
13.1079,controllerreceive,1,655
13.1167,plantreceive,1,655
13.12,plantsend,1,656
13.1296,controllerreceive,1,656
13.1386,plantreceive,1,656
13.14,plantsend,1,657
13.1483,controllerreceive,1,657
13.1572,plantreceive,1,657
13.16,plantsend,1,658
13.1677,controllerreceive,1,658
13.1766,plantreceive,1,658
13.18,plantsend,1,659
13.1877,controllerreceive,1,659
13.1967,plantreceive,1,659
13.2,plantsend,1,660
13.2089,controllerreceive,1,660
13.2178,plantreceive,1,660
13.22,plantsend,1,661
13.2276,controllerreceive,1,661
13.2364,plantreceive,1,661
13.24,plantsend,1,662
13.2479,controllerreceive,1,662
13.2566,plantreceive,1,662
13.26,plantsend,1,663
13.2699,controllerreceive,1,663
13.279,plantreceive,1,663
13.28,plantsend,1,664
13.29,controllerreceive,1,664
13.2989,plantreceive,1,664
13.3,plantsend,1,665
13.3091,controllerreceive,1,665
13.318,plantreceive,1,665
13.32,plantsend,1,666
13.3278,controllerreceive,1,666
13.3366,plantreceive,1,666
13.34,plantsend,1,667
13.349,controllerreceive,1,667
13.3578,plantreceive,1,667
13.36,plantsend,1,668
13.3704,controllerreceive,1,668
13.3792,plantreceive,1,668
13.38,plantsend,1,669
13.3882,controllerreceive,1,669
13.397,plantreceive,1,669
13.4,plantsend,1,670
13.4084,controllerreceive,1,670
13.4172,plantreceive,1,670
13.42,plantsend,1,671
13.428,controllerreceive,1,671
13.4371,plantreceive,1,671
13.44,plantsend,1,672
13.4489,controllerreceive,1,672
13.4578,plantreceive,1,672
13.46,plantsend,1,673
13.4679,controllerreceive,1,673
13.4767,plantreceive,1,673
13.48,plantsend,1,674
13.4901,controllerreceive,1,674
13.4988,plantreceive,1,674
13.5,plantsend,1,675
13.5106,controllerreceive,1,675
13.5194,plantreceive,1,675
13.52,plantsend,1,676
13.5302,controllerreceive,1,676
13.537,plantreceive,1,676
13.54,plantsend,1,677
13.5482,controllerreceive,1,677
13.5571,plantreceive,1,677
13.56,plantsend,1,678
13.5702,controllerreceive,1,678
13.5791,plantreceive,1,678
13.58,plantsend,1,679
13.5893,controllerreceive,1,679
13.5983,plantreceive,1,679
13.6,plantsend,1,680
13.6095,controllerreceive,1,680
13.6181,plantreceive,1,680
13.62,plantsend,1,681
13.6289,controllerreceive,1,681
13.6379,plantreceive,1,681
13.64,plantsend,1,682
13.6497,controllerreceive,1,682
13.6585,plantreceive,1,682
13.66,plantsend,1,683
13.67,controllerreceive,1,683
13.6788,plantreceive,1,683
13.68,plantsend,1,684
13.6882,controllerreceive,1,684
13.697,plantreceive,1,684
13.7,plantsend,1,685
13.7083,controllerreceive,1,685
13.7171,plantreceive,1,685
13.72,plantsend,1,686
13.7294,controllerreceive,1,686
13.7383,plantreceive,1,686
13.74,plantsend,1,687
13.7497,controllerreceive,1,687
13.7586,plantreceive,1,687
13.76,plantsend,1,688
13.7675,controllerreceive,1,688
13.7762,plantreceive,1,688
13.78,plantsend,1,689
13.7891,controllerreceive,1,689
13.798,plantreceive,1,689
13.8,plantsend,1,690
13.8076,controllerreceive,1,690
13.8163,plantreceive,1,690
13.82,plantsend,1,691
13.8282,controllerreceive,1,691
13.8372,plantreceive,1,691
13.84,plantsend,1,692
13.8481,controllerreceive,1,692
13.8568,plantreceive,1,692
13.86,plantsend,1,693
13.8696,controllerreceive,1,693
13.8785,plantreceive,1,693
13.88,plantsend,1,694
13.8884,controllerreceive,1,694
13.8971,plantreceive,1,694
13.9,plantsend,1,695
13.9098,controllerreceive,1,695
13.9187,plantreceive,1,695
13.92,plantsend,1,696
13.9281,controllerreceive,1,696
13.9369,plantreceive,1,696
13.94,plantsend,1,697
13.949,controllerreceive,1,697
13.958,plantreceive,1,697
13.96,plantsend,1,698
13.97,controllerreceive,1,698
13.9789,plantreceive,1,698
13.98,plantsend,1,699
13.9881,controllerreceive,1,699
13.9968,plantreceive,1,699
14.0,plantsend,1,700
14.0086,controllerreceive,1,700
14.0175,plantreceive,1,700
14.02,plantsend,1,701
14.0287,controllerreceive,1,701
14.0373,plantreceive,1,701
14.04,plantsend,1,702
14.0486,controllerreceive,1,702
14.0576,plantreceive,1,702
14.06,plantsend,1,703
14.0701,controllerreceive,1,703
14.079,plantreceive,1,703
14.08,plantsend,1,704
14.0933,controllerreceive,1,704
14.1,plantsend,1,705
14.1021,plantreceive,1,704
14.1103,controllerreceive,1,705
14.1191,plantreceive,1,705
14.12,plantsend,1,706
14.1299,controllerreceive,1,706
14.139,plantreceive,1,706
14.14,plantsend,1,707
14.1481,controllerreceive,1,707
14.1569,plantreceive,1,707
14.16,plantsend,1,708
14.1686,controllerreceive,1,708
14.1775,plantreceive,1,708
14.18,plantsend,1,709
14.188,controllerreceive,1,709
14.197,plantreceive,1,709
14.2,plantsend,1,710
14.2083,controllerreceive,1,710
14.217,plantreceive,1,710
14.22,plantsend,1,711
14.2291,controllerreceive,1,711
14.2379,plantreceive,1,711
14.24,plantsend,1,712
14.2497,controllerreceive,1,712
14.2585,plantreceive,1,712
14.26,plantsend,1,713
14.2678,controllerreceive,1,713
14.2765,plantreceive,1,713
14.28,plantsend,1,714
14.2883,controllerreceive,1,714
14.2971,plantreceive,1,714
14.3,plantsend,1,715
14.309,controllerreceive,1,715
14.318,plantreceive,1,715
14.32,plantsend,1,716
14.3284,controllerreceive,1,716
14.3373,plantreceive,1,716
14.34,plantsend,1,717
14.3494,controllerreceive,1,717
14.3582,plantreceive,1,717
14.36,plantsend,1,718
14.3678,controllerreceive,1,718
14.3766,plantreceive,1,718
14.38,plantsend,1,719
14.3903,controllerreceive,1,719
14.3992,plantreceive,1,719
14.4,plantsend,1,720
14.4098,controllerreceive,1,720
14.4186,plantreceive,1,720
14.42,plantsend,1,721
14.4284,controllerreceive,1,721
14.4372,plantreceive,1,721
14.44,plantsend,1,722
14.4493,controllerreceive,1,722
14.458,plantreceive,1,722
14.46,plantsend,1,723
14.4693,controllerreceive,1,723
14.4782,plantreceive,1,723
14.48,plantsend,1,724
14.4895,controllerreceive,1,724
14.4984,plantreceive,1,724
14.5,plantsend,1,725
14.5081,controllerreceive,1,725
14.517,plantreceive,1,725
14.52,plantsend,1,726
14.5287,controllerreceive,1,726
14.5375,plantreceive,1,726
14.54,plantsend,1,727
14.5499,controllerreceive,1,727
14.559,plantreceive,1,727
14.56,plantsend,1,728
14.5702,controllerreceive,1,728
14.579,plantreceive,1,728
14.58,plantsend,1,729
14.5882,controllerreceive,1,729
14.5971,plantreceive,1,729
14.6,plantsend,1,730
14.61,controllerreceive,1,730
14.6188,plantreceive,1,730
14.62,plantsend,1,731
14.63,controllerreceive,1,731
14.6386,plantreceive,1,731
14.64,plantsend,1,732
14.6498,controllerreceive,1,732
14.6586,plantreceive,1,732
14.66,plantsend,1,733
14.6691,controllerreceive,1,733
14.6781,plantreceive,1,733
14.68,plantsend,1,734
14.6895,controllerreceive,1,734
14.6983,plantreceive,1,734
14.7,plantsend,1,735
14.7097,controllerreceive,1,735
14.7186,plantreceive,1,735
14.72,plantsend,1,736
14.7278,controllerreceive,1,736
14.7367,plantreceive,1,736
14.74,plantsend,1,737
14.7479,controllerreceive,1,737
14.7565,plantreceive,1,737
14.76,plantsend,1,738
14.7694,controllerreceive,1,738
14.7782,plantreceive,1,738
14.78,plantsend,1,739
14.7896,controllerreceive,1,739
14.7984,plantreceive,1,739
14.8,plantsend,1,740
14.8091,controllerreceive,1,740
14.818,plantreceive,1,740
14.82,plantsend,1,741
14.8299,controllerreceive,1,741
14.8385,plantreceive,1,741
14.84,plantsend,1,742
14.8484,controllerreceive,1,742
14.8574,plantreceive,1,742
14.86,plantsend,1,743
14.8702,controllerreceive,1,743
14.879,plantreceive,1,743
14.88,plantsend,1,744
14.8882,controllerreceive,1,744
14.8973,plantreceive,1,744
14.9,plantsend,1,745
14.9098,controllerreceive,1,745
14.9187,plantreceive,1,745
14.92,plantsend,1,746
14.9301,controllerreceive,1,746
14.939,plantreceive,1,746
14.94,plantsend,1,747
14.9496,controllerreceive,1,747
14.9585,plantreceive,1,747
14.96,plantsend,1,748
14.9698,controllerreceive,1,748
14.9787,plantreceive,1,748
14.98,plantsend,1,749
14.9899,controllerreceive,1,749
14.9989,plantreceive,1,749
15.0,plantsend,1,750
15.0083,controllerreceive,1,750
15.0172,plantreceive,1,750
15.02,plantsend,1,751
15.0282,controllerreceive,1,751
15.0371,plantreceive,1,751
15.04,plantsend,1,752
15.0499,controllerreceive,1,752
15.0589,plantreceive,1,752
15.06,plantsend,1,753
15.068,controllerreceive,1,753
15.0767,plantreceive,1,753
15.08,plantsend,1,754
15.0903,controllerreceive,1,754
15.0992,plantreceive,1,754
15.1,plantsend,1,755
15.1093,controllerreceive,1,755
15.1182,plantreceive,1,755
15.12,plantsend,1,756
15.1293,controllerreceive,1,756
15.1382,plantreceive,1,756
15.14,plantsend,1,757
15.1501,controllerreceive,1,757
15.1588,plantreceive,1,757
15.16,plantsend,1,758
15.1682,controllerreceive,1,758
15.1773,plantreceive,1,758
15.18,plantsend,1,759
15.1892,controllerreceive,1,759
15.1981,plantreceive,1,759
15.2,plantsend,1,760
15.209,controllerreceive,1,760
15.2179,plantreceive,1,760
15.22,plantsend,1,761
15.2276,controllerreceive,1,761
15.2364,plantreceive,1,761
15.24,plantsend,1,762
15.2497,controllerreceive,1,762
15.2566,plantreceive,1,762
15.26,plantsend,1,763
15.2682,controllerreceive,1,763
15.2769,plantreceive,1,763
15.28,plantsend,1,764
15.2898,controllerreceive,1,764
15.2967,plantreceive,1,764
15.3,plantsend,1,765
15.3096,controllerreceive,1,765
15.3183,plantreceive,1,765
15.32,plantsend,1,766
15.3285,controllerreceive,1,766
15.3373,plantreceive,1,766
15.34,plantsend,1,767
15.3502,controllerreceive,1,767
15.359,plantreceive,1,767
15.36,plantsend,1,768
15.3682,controllerreceive,1,768
15.377,plantreceive,1,768
15.38,plantsend,1,769
15.3885,controllerreceive,1,769
15.3974,plantreceive,1,769
15.4,plantsend,1,770
15.4087,controllerreceive,1,770
15.4176,plantreceive,1,770
15.42,plantsend,1,771
15.4293,controllerreceive,1,771
15.4381,plantreceive,1,771
15.44,plantsend,1,772
15.4483,controllerreceive,1,772
15.4572,plantreceive,1,772
15.46,plantsend,1,773
15.4689,controllerreceive,1,773
15.4758,plantreceive,1,773
15.48,plantsend,1,774
15.4899,controllerreceive,1,774
15.4986,plantreceive,1,774
15.5,plantsend,1,775
15.5088,controllerreceive,1,775
15.5176,plantreceive,1,775
15.52,plantsend,1,776
15.5281,controllerreceive,1,776
15.537,plantreceive,1,776
15.54,plantsend,1,777
15.549,controllerreceive,1,777
15.5577,plantreceive,1,777
15.56,plantsend,1,778
15.5682,controllerreceive,1,778
15.5771,plantreceive,1,778
15.58,plantsend,1,779
15.5892,controllerreceive,1,779
15.598,plantreceive,1,779
15.6,plantsend,1,780
15.6101,controllerreceive,1,780
15.6189,plantreceive,1,780
15.62,plantsend,1,781
15.6281,controllerreceive,1,781
15.6368,plantreceive,1,781
15.64,plantsend,1,782
15.6477,controllerreceive,1,782
15.6566,plantreceive,1,782
15.66,plantsend,1,783
15.6684,controllerreceive,1,783
15.6773,plantreceive,1,783
15.68,plantsend,1,784
15.6896,controllerreceive,1,784
15.6984,plantreceive,1,784
15.7,plantsend,1,785
15.708,controllerreceive,1,785
15.7168,plantreceive,1,785
15.72,plantsend,1,786
15.7279,controllerreceive,1,786
15.7368,plantreceive,1,786
15.74,plantsend,1,787
15.7496,controllerreceive,1,787
15.7585,plantreceive,1,787
15.76,plantsend,1,788
15.7699,controllerreceive,1,788
15.7787,plantreceive,1,788
15.78,plantsend,1,789
15.79,controllerreceive,1,789
15.7986,plantreceive,1,789
15.8,plantsend,1,790
15.8096,controllerreceive,1,790
15.8185,plantreceive,1,790
15.82,plantsend,1,791
15.8297,controllerreceive,1,791
15.8386,plantreceive,1,791
15.84,plantsend,1,792
15.8482,controllerreceive,1,792
15.8569,plantreceive,1,792
15.86,plantsend,1,793
15.8677,controllerreceive,1,793
15.8764,plantreceive,1,793
15.88,plantsend,1,794
15.8881,controllerreceive,1,794
15.897,plantreceive,1,794
15.9,plantsend,1,795
15.9092,controllerreceive,1,795
15.9181,plantreceive,1,795
15.92,plantsend,1,796
15.9302,controllerreceive,1,796
15.9371,plantreceive,1,796
15.94,plantsend,1,797
15.9487,controllerreceive,1,797
15.9576,plantreceive,1,797
15.96,plantsend,1,798
15.9683,controllerreceive,1,798
15.9771,plantreceive,1,798
15.98,plantsend,1,799
15.9898,controllerreceive,1,799
15.9987,plantreceive,1,799
16.0,plantsend,1,800
16.0101,controllerreceive,1,800
16.019,plantreceive,1,800
16.02,plantsend,1,801
16.0284,controllerreceive,1,801
16.0353,plantreceive,1,801
16.04,plantsend,1,802
16.0478,controllerreceive,1,802
16.0565,plantreceive,1,802
16.06,plantsend,1,803
16.0695,controllerreceive,1,803
16.0783,plantreceive,1,803
16.08,plantsend,1,804
16.0892,controllerreceive,1,804
16.098,plantreceive,1,804
16.1,plantsend,1,805
16.1096,controllerreceive,1,805
16.1185,plantreceive,1,805
16.12,plantsend,1,806
16.1288,controllerreceive,1,806
16.1376,plantreceive,1,806
16.14,plantsend,1,807
16.1478,controllerreceive,1,807
16.1565,plantreceive,1,807
16.16,plantsend,1,808
16.1688,controllerreceive,1,808
16.1776,plantreceive,1,808
16.18,plantsend,1,809
16.1883,controllerreceive,1,809
16.1971,plantreceive,1,809
16.2,plantsend,1,810
16.2082,controllerreceive,1,810
16.2171,plantreceive,1,810
16.22,plantsend,1,811
16.2288,controllerreceive,1,811
16.2376,plantreceive,1,811
16.24,plantsend,1,812
16.2481,controllerreceive,1,812
16.2549,plantreceive,1,812
16.26,plantsend,1,813
16.2676,controllerreceive,1,813
16.2763,plantreceive,1,813
16.28,plantsend,1,814
16.2893,controllerreceive,1,814
16.2983,plantreceive,1,814
16.3,plantsend,1,815
16.3098,controllerreceive,1,815
16.3186,plantreceive,1,815
16.32,plantsend,1,816
16.3289,controllerreceive,1,816
16.3378,plantreceive,1,816
16.34,plantsend,1,817
16.348,controllerreceive,1,817
16.357,plantreceive,1,817
16.36,plantsend,1,818
16.3681,controllerreceive,1,818
16.3769,plantreceive,1,818
16.38,plantsend,1,819
16.3897,controllerreceive,1,819
16.3987,plantreceive,1,819
16.4,plantsend,1,820
16.4082,controllerreceive,1,820
16.417,plantreceive,1,820
16.42,plantsend,1,821
16.4299,controllerreceive,1,821
16.4388,plantreceive,1,821
16.44,plantsend,1,822
16.45,controllerreceive,1,822
16.4588,plantreceive,1,822
16.46,plantsend,1,823
16.4694,controllerreceive,1,823
16.4783,plantreceive,1,823
16.48,plantsend,1,824
16.4889,controllerreceive,1,824
16.4978,plantreceive,1,824
16.5,plantsend,1,825
16.5094,controllerreceive,1,825
16.5181,plantreceive,1,825
16.52,plantsend,1,826
16.529,controllerreceive,1,826
16.5378,plantreceive,1,826
16.54,plantsend,1,827
16.5489,controllerreceive,1,827
16.5577,plantreceive,1,827
16.56,plantsend,1,828
16.5684,controllerreceive,1,828
16.5772,plantreceive,1,828
16.58,plantsend,1,829
16.5889,controllerreceive,1,829
16.5977,plantreceive,1,829
16.6,plantsend,1,830
16.6078,controllerreceive,1,830
16.6166,plantreceive,1,830
16.62,plantsend,1,831
16.6276,controllerreceive,1,831
16.6363,plantreceive,1,831
16.64,plantsend,1,832
16.6484,controllerreceive,1,832
16.6572,plantreceive,1,832
16.66,plantsend,1,833
16.6697,controllerreceive,1,833
16.6785,plantreceive,1,833
16.68,plantsend,1,834
16.688,controllerreceive,1,834
16.6967,plantreceive,1,834
16.7,plantsend,1,835
16.7081,controllerreceive,1,835
16.717,plantreceive,1,835
16.72,plantsend,1,836
16.7299,controllerreceive,1,836
16.7386,plantreceive,1,836
16.74,plantsend,1,837
16.7495,controllerreceive,1,837
16.7582,plantreceive,1,837
16.76,plantsend,1,838
16.7701,controllerreceive,1,838
16.7788,plantreceive,1,838
16.78,plantsend,1,839
16.7881,controllerreceive,1,839
16.7969,plantreceive,1,839
16.8,plantsend,1,840
16.8095,controllerreceive,1,840
16.8184,plantreceive,1,840
16.82,plantsend,1,841
16.8268,controllerreceive,1,841
16.8357,plantreceive,1,841
16.84,plantsend,1,842
16.848,controllerreceive,1,842
16.8568,plantreceive,1,842
16.86,plantsend,1,843
16.8701,controllerreceive,1,843
16.8791,plantreceive,1,843
16.88,plantsend,1,844
16.889,controllerreceive,1,844
16.8977,plantreceive,1,844
16.9,plantsend,1,845
16.9076,controllerreceive,1,845
16.9165,plantreceive,1,845
16.92,plantsend,1,846
16.928,controllerreceive,1,846
16.9371,plantreceive,1,846
16.94,plantsend,1,847
16.9497,controllerreceive,1,847
16.9585,plantreceive,1,847
16.96,plantsend,1,848
16.9692,controllerreceive,1,848
16.9781,plantreceive,1,848
16.98,plantsend,1,849
16.9899,controllerreceive,1,849
16.9988,plantreceive,1,849
17.0,plantsend,1,850
17.009,controllerreceive,1,850
17.0179,plantreceive,1,850
17.02,plantsend,1,851
17.0277,controllerreceive,1,851
17.0366,plantreceive,1,851
17.04,plantsend,1,852
17.0494,controllerreceive,1,852
17.0582,plantreceive,1,852
17.06,plantsend,1,853
17.0676,controllerreceive,1,853
17.0766,plantreceive,1,853
17.08,plantsend,1,854
17.0891,controllerreceive,1,854
17.0978,plantreceive,1,854
17.1,plantsend,1,855
17.1078,controllerreceive,1,855
17.1165,plantreceive,1,855
17.12,plantsend,1,856
17.1276,controllerreceive,1,856
17.1365,plantreceive,1,856
17.14,plantsend,1,857
17.148,controllerreceive,1,857
17.1569,plantreceive,1,857
17.16,plantsend,1,858
17.1688,controllerreceive,1,858
17.1776,plantreceive,1,858
17.18,plantsend,1,859
17.188,controllerreceive,1,859
17.1969,plantreceive,1,859
17.2,plantsend,1,860
17.2086,controllerreceive,1,860
17.2177,plantreceive,1,860
17.22,plantsend,1,861
17.2278,controllerreceive,1,861
17.2347,plantreceive,1,861
17.24,plantsend,1,862
17.2483,controllerreceive,1,862
17.2573,plantreceive,1,862
17.26,plantsend,1,863
17.2687,controllerreceive,1,863
17.2775,plantreceive,1,863
17.28,plantsend,1,864
17.2882,controllerreceive,1,864
17.2971,plantreceive,1,864
17.3,plantsend,1,865
17.308,controllerreceive,1,865
17.3168,plantreceive,1,865
17.32,plantsend,1,866
17.3294,controllerreceive,1,866
17.3383,plantreceive,1,866
17.34,plantsend,1,867
17.3484,controllerreceive,1,867
17.3571,plantreceive,1,867
17.36,plantsend,1,868
17.3723,controllerreceive,1,868
17.38,plantsend,1,869
17.381,plantreceive,1,868
17.3892,controllerreceive,1,869
17.3981,plantreceive,1,869
17.4,plantsend,1,870
17.4084,controllerreceive,1,870
17.4173,plantreceive,1,870
17.42,plantsend,1,871
17.4292,controllerreceive,1,871
17.4362,plantreceive,1,871
17.44,plantsend,1,872
17.4477,controllerreceive,1,872
17.4565,plantreceive,1,872
17.46,plantsend,1,873
17.4683,controllerreceive,1,873
17.4751,plantreceive,1,873
17.48,plantsend,1,874
17.4882,controllerreceive,1,874
17.497,plantreceive,1,874
17.5,plantsend,1,875
17.5091,controllerreceive,1,875
17.5179,plantreceive,1,875
17.52,plantsend,1,876
17.5299,controllerreceive,1,876
17.5387,plantreceive,1,876
17.54,plantsend,1,877
17.5481,controllerreceive,1,877
17.5569,plantreceive,1,877
17.56,plantsend,1,878
17.569,controllerreceive,1,878
17.5779,plantreceive,1,878
17.58,plantsend,1,879
17.5881,controllerreceive,1,879
17.5971,plantreceive,1,879
17.6,plantsend,1,880
17.6091,controllerreceive,1,880
17.6181,plantreceive,1,880
17.62,plantsend,1,881
17.6277,controllerreceive,1,881
17.6366,plantreceive,1,881
17.64,plantsend,1,882
17.6497,controllerreceive,1,882
17.6585,plantreceive,1,882
17.66,plantsend,1,883
17.6702,controllerreceive,1,883
17.6791,plantreceive,1,883
17.68,plantsend,1,884
17.6899,controllerreceive,1,884
17.6987,plantreceive,1,884
17.7,plantsend,1,885
17.7082,controllerreceive,1,885
17.717,plantreceive,1,885
17.72,plantsend,1,886
17.7315,controllerreceive,1,886
17.74,plantsend,1,887
17.7402,plantreceive,1,886
17.7502,controllerreceive,1,887
17.7592,plantreceive,1,887
17.76,plantsend,1,888
17.768,controllerreceive,1,888
17.7768,plantreceive,1,888
17.78,plantsend,1,889
17.7897,controllerreceive,1,889
17.7986,plantreceive,1,889
17.8,plantsend,1,890
17.8093,controllerreceive,1,890
17.818,plantreceive,1,890
17.82,plantsend,1,891
17.8292,controllerreceive,1,891
17.8379,plantreceive,1,891
17.84,plantsend,1,892
17.8486,controllerreceive,1,892
17.8575,plantreceive,1,892
17.86,plantsend,1,893
17.8676,controllerreceive,1,893
17.8763,plantreceive,1,893
17.88,plantsend,1,894
17.8884,controllerreceive,1,894
17.8953,plantreceive,1,894
17.9,plantsend,1,895
17.9083,controllerreceive,1,895
17.9171,plantreceive,1,895
17.92,plantsend,1,896
17.9296,controllerreceive,1,896
17.9385,plantreceive,1,896
17.94,plantsend,1,897
17.9479,controllerreceive,1,897
17.9567,plantreceive,1,897
17.96,plantsend,1,898
17.9716,controllerreceive,1,898
17.98,plantsend,1,899
17.9804,plantreceive,1,898
17.9884,controllerreceive,1,899
17.9974,plantreceive,1,899
18.0,plantsend,1,900
18.0093,controllerreceive,1,900
18.0181,plantreceive,1,900
18.02,plantsend,1,901
18.0275,controllerreceive,1,901
18.0362,plantreceive,1,901
18.04,plantsend,1,902
18.0487,controllerreceive,1,902
18.0556,plantreceive,1,902
18.06,plantsend,1,903
18.07,controllerreceive,1,903
18.0789,plantreceive,1,903
18.08,plantsend,1,904
18.0895,controllerreceive,1,904
18.0986,plantreceive,1,904
18.1,plantsend,1,905
18.1085,controllerreceive,1,905
18.1174,plantreceive,1,905
18.12,plantsend,1,906
18.1285,controllerreceive,1,906
18.1373,plantreceive,1,906
18.14,plantsend,1,907
18.1483,controllerreceive,1,907
18.1571,plantreceive,1,907
18.16,plantsend,1,908
18.169,controllerreceive,1,908
18.178,plantreceive,1,908
18.18,plantsend,1,909
18.1883,controllerreceive,1,909
18.1971,plantreceive,1,909
18.2,plantsend,1,910
18.2097,controllerreceive,1,910
18.2185,plantreceive,1,910
18.22,plantsend,1,911
18.2294,controllerreceive,1,911
18.2381,plantreceive,1,911
18.24,plantsend,1,912
18.249,controllerreceive,1,912
18.2579,plantreceive,1,912
18.26,plantsend,1,913
18.2683,controllerreceive,1,913
18.2772,plantreceive,1,913
18.28,plantsend,1,914
18.2873,controllerreceive,1,914
18.296,plantreceive,1,914
18.3,plantsend,1,915
18.3101,controllerreceive,1,915
18.3189,plantreceive,1,915
18.32,plantsend,1,916
18.3281,controllerreceive,1,916
18.337,plantreceive,1,916
18.34,plantsend,1,917
18.3497,controllerreceive,1,917
18.3586,plantreceive,1,917
18.36,plantsend,1,918
18.3685,controllerreceive,1,918
18.3774,plantreceive,1,918
18.38,plantsend,1,919
18.3889,controllerreceive,1,919
18.3976,plantreceive,1,919
18.4,plantsend,1,920
18.4086,controllerreceive,1,920
18.4175,plantreceive,1,920
18.42,plantsend,1,921
18.4293,controllerreceive,1,921
18.4379,plantreceive,1,921
18.44,plantsend,1,922
18.4502,controllerreceive,1,922
18.4592,plantreceive,1,922
18.46,plantsend,1,923
18.47,controllerreceive,1,923
18.4788,plantreceive,1,923
18.48,plantsend,1,924
18.4923,controllerreceive,1,924
18.5,plantsend,1,925
18.5011,plantreceive,1,924
18.5093,controllerreceive,1,925
18.5181,plantreceive,1,925
18.52,plantsend,1,926
18.5288,controllerreceive,1,926
18.5377,plantreceive,1,926
18.54,plantsend,1,927
18.5486,controllerreceive,1,927
18.5574,plantreceive,1,927
18.56,plantsend,1,928
18.5682,controllerreceive,1,928
18.5769,plantreceive,1,928
18.58,plantsend,1,929
18.5875,controllerreceive,1,929
18.5962,plantreceive,1,929
18.6,plantsend,1,930
18.6077,controllerreceive,1,930
18.6166,plantreceive,1,930
18.62,plantsend,1,931
18.6291,controllerreceive,1,931
18.6379,plantreceive,1,931
18.64,plantsend,1,932
18.6481,controllerreceive,1,932
18.6551,plantreceive,1,932
18.66,plantsend,1,933
18.6683,controllerreceive,1,933
18.6771,plantreceive,1,933
18.68,plantsend,1,934
18.6883,controllerreceive,1,934
18.6971,plantreceive,1,934
18.7,plantsend,1,935
18.7083,controllerreceive,1,935
18.7171,plantreceive,1,935
18.72,plantsend,1,936
18.7283,controllerreceive,1,936
18.7372,plantreceive,1,936
18.74,plantsend,1,937
18.7482,controllerreceive,1,937
18.7571,plantreceive,1,937
18.76,plantsend,1,938
18.7692,controllerreceive,1,938
18.7782,plantreceive,1,938
18.78,plantsend,1,939
18.7877,controllerreceive,1,939
18.7966,plantreceive,1,939
18.8,plantsend,1,940
18.8098,controllerreceive,1,940
18.8168,plantreceive,1,940
18.82,plantsend,1,941
18.8289,controllerreceive,1,941
18.8378,plantreceive,1,941
18.84,plantsend,1,942
18.8478,controllerreceive,1,942
18.8566,plantreceive,1,942
18.86,plantsend,1,943
18.8679,controllerreceive,1,943
18.8769,plantreceive,1,943
18.88,plantsend,1,944
18.89,controllerreceive,1,944
18.8989,plantreceive,1,944
18.9,plantsend,1,945
18.9102,controllerreceive,1,945
18.9192,plantreceive,1,945
18.92,plantsend,1,946
18.9287,controllerreceive,1,946
18.9376,plantreceive,1,946
18.94,plantsend,1,947
18.9488,controllerreceive,1,947
18.9574,plantreceive,1,947
18.96,plantsend,1,948
18.9684,controllerreceive,1,948
18.9773,plantreceive,1,948
18.98,plantsend,1,949
18.9899,controllerreceive,1,949
18.9987,plantreceive,1,949
19.0,plantsend,1,950
19.0078,controllerreceive,1,950
19.0167,plantreceive,1,950
19.02,plantsend,1,951
19.0293,controllerreceive,1,951
19.0381,plantreceive,1,951
19.04,plantsend,1,952
19.0484,controllerreceive,1,952
19.0572,plantreceive,1,952
19.06,plantsend,1,953
19.0692,controllerreceive,1,953
19.0781,plantreceive,1,953
